X,CH1,CH2,
Second,Volt,Volt,
2.52700e-05,-3.60e+01,8.40e+00,
2.52800e-05,-3.76e+01,8.40e+00,
2.52900e-05,-3.76e+01,8.80e+00,
2.53000e-05,-3.84e+01,8.80e+00,
2.53100e-05,-3.84e+01,8.80e+00,
2.53200e-05,-3.84e+01,8.80e+00,
2.53300e-05,-3.84e+01,9.20e+00,
2.53400e-05,-3.92e+01,9.20e+00,
2.53500e-05,-3.92e+01,9.20e+00,
2.53600e-05,-3.84e+01,9.20e+00,
2.53700e-05,-3.92e+01,9.20e+00,
2.53800e-05,-3.84e+01,9.20e+00,
2.53900e-05,-3.84e+01,9.20e+00,
2.54000e-05,-3.84e+01,9.60e+00,
2.54100e-05,-3.84e+01,9.60e+00,
2.54200e-05,-3.84e+01,9.60e+00,
2.54300e-05,-3.76e+01,9.60e+00,
2.54400e-05,-3.68e+01,9.60e+00,
2.54500e-05,-3.60e+01,1.00e+01,
2.54600e-05,-3.52e+01,1.00e+01,
2.54700e-05,-3.52e+01,1.00e+01,
2.54800e-05,-3.44e+01,1.00e+01,
2.54900e-05,-3.44e+01,1.00e+01,
2.55000e-05,-3.28e+01,1.00e+01,
2.55100e-05,-3.28e+01,1.00e+01,
2.55200e-05,-3.20e+01,1.04e+01,
2.55300e-05,-3.12e+01,1.04e+01,
2.55400e-05,-3.12e+01,1.04e+01,
2.55500e-05,-2.96e+01,1.04e+01,
2.55600e-05,-2.96e+01,1.04e+01,
2.55700e-05,-2.88e+01,1.08e+01,
2.55800e-05,-2.72e+01,1.04e+01,
2.55900e-05,-2.72e+01,1.04e+01,
2.56000e-05,-2.64e+01,1.08e+01,
2.56100e-05,-2.56e+01,1.04e+01,
2.56200e-05,-2.56e+01,1.08e+01,
2.56300e-05,-2.48e+01,1.08e+01,
2.56400e-05,-2.40e+01,1.08e+01,
2.56500e-05,-2.40e+01,1.08e+01,
2.56600e-05,-2.40e+01,1.08e+01,
2.56700e-05,-2.32e+01,1.08e+01,
2.56800e-05,-2.32e+01,1.08e+01,
2.56900e-05,-2.32e+01,1.08e+01,
2.57000e-05,-2.24e+01,1.08e+01,
2.57100e-05,-2.24e+01,1.08e+01,
2.57200e-05,-2.16e+01,1.08e+01,
2.57300e-05,-2.16e+01,1.08e+01,
2.57400e-05,-2.24e+01,1.12e+01,
2.57500e-05,-2.16e+01,1.08e+01,
2.57600e-05,-2.16e+01,1.08e+01,
2.57700e-05,-2.16e+01,1.08e+01,
2.57800e-05,-2.16e+01,1.12e+01,
2.57900e-05,-2.16e+01,1.12e+01,
2.58000e-05,-2.16e+01,1.12e+01,
2.58100e-05,-2.24e+01,1.12e+01,
2.58200e-05,-2.24e+01,1.12e+01,
2.58300e-05,-2.16e+01,1.16e+01,
2.58400e-05,-2.24e+01,1.12e+01,
2.58500e-05,-2.24e+01,1.12e+01,
2.58600e-05,-2.24e+01,1.12e+01,
2.58700e-05,-2.32e+01,1.16e+01,
2.58800e-05,-2.24e+01,1.16e+01,
2.58900e-05,-2.32e+01,1.12e+01,
2.59000e-05,-2.40e+01,1.16e+01,
2.59100e-05,-2.32e+01,1.12e+01,
2.59200e-05,-2.40e+01,1.16e+01,
2.59300e-05,-2.40e+01,1.16e+01,
2.59400e-05,-2.48e+01,1.16e+01,
2.59500e-05,-2.48e+01,1.16e+01,
2.59600e-05,-2.48e+01,1.12e+01,
2.59700e-05,-2.48e+01,1.16e+01,
2.59800e-05,-2.48e+01,1.16e+01,
2.59900e-05,-2.56e+01,1.12e+01,
2.60000e-05,-2.56e+01,1.16e+01,
2.60100e-05,-2.64e+01,1.16e+01,
2.60200e-05,-2.64e+01,1.16e+01,
2.60300e-05,-2.64e+01,1.16e+01,
2.60400e-05,-2.72e+01,1.16e+01,
2.60500e-05,-2.72e+01,1.16e+01,
2.60600e-05,-2.72e+01,1.16e+01,
2.60700e-05,-2.72e+01,1.16e+01,
2.60800e-05,-2.88e+01,1.16e+01,
2.60900e-05,-2.72e+01,1.16e+01,
2.61000e-05,-2.88e+01,1.16e+01,
2.61100e-05,-2.88e+01,1.16e+01,
2.61200e-05,-2.88e+01,1.16e+01,
2.61300e-05,-2.88e+01,1.16e+01,
2.61400e-05,-2.88e+01,1.16e+01,
2.61500e-05,-2.88e+01,1.20e+01,
2.61600e-05,-2.88e+01,1.16e+01,
2.61700e-05,-2.88e+01,1.16e+01,
2.61800e-05,-2.88e+01,1.16e+01,
2.61900e-05,-2.88e+01,1.16e+01,
2.62000e-05,-2.88e+01,1.20e+01,
2.62100e-05,-2.88e+01,1.16e+01,
2.62200e-05,-2.88e+01,1.20e+01,
2.62300e-05,-2.88e+01,1.20e+01,
2.62400e-05,-2.72e+01,1.20e+01,
2.62500e-05,-2.88e+01,1.20e+01,
2.62600e-05,-2.88e+01,1.16e+01,
2.62700e-05,-2.72e+01,1.20e+01,
2.62800e-05,-2.72e+01,1.20e+01,
2.62900e-05,-2.72e+01,1.20e+01,
2.63000e-05,-2.72e+01,1.16e+01,
2.63100e-05,-2.72e+01,1.20e+01,
2.63200e-05,-2.72e+01,1.20e+01,
2.63300e-05,-2.72e+01,1.20e+01,
2.63400e-05,-2.72e+01,1.16e+01,
2.63500e-05,-2.72e+01,1.20e+01,
2.63600e-05,-2.64e+01,1.20e+01,
2.63700e-05,-2.64e+01,1.20e+01,
2.63800e-05,-2.64e+01,1.20e+01,
2.63900e-05,-2.64e+01,1.20e+01,
2.64000e-05,-2.64e+01,1.20e+01,
2.64100e-05,-2.64e+01,1.20e+01,
2.64200e-05,-2.64e+01,1.20e+01,
2.64300e-05,-2.56e+01,1.20e+01,
2.64400e-05,-2.56e+01,1.20e+01,
2.64500e-05,-2.64e+01,1.20e+01,
2.64600e-05,-2.48e+01,1.20e+01,
2.64700e-05,-2.56e+01,1.20e+01,
2.64800e-05,-2.48e+01,1.24e+01,
2.64900e-05,-2.56e+01,1.16e+01,
2.65000e-05,-2.48e+01,1.20e+01,
2.65100e-05,-2.48e+01,1.20e+01,
2.65200e-05,-2.48e+01,1.24e+01,
2.65300e-05,-2.48e+01,1.24e+01,
2.65400e-05,-2.48e+01,1.20e+01,
2.65500e-05,-2.48e+01,1.20e+01,
2.65600e-05,-2.48e+01,1.24e+01,
2.65700e-05,-2.48e+01,1.24e+01,
2.65800e-05,-2.48e+01,1.24e+01,
2.65900e-05,-2.48e+01,1.20e+01,
2.66000e-05,-2.48e+01,1.20e+01,
2.66100e-05,-2.48e+01,1.24e+01,
2.66200e-05,-2.48e+01,1.24e+01,
2.66300e-05,-2.48e+01,1.24e+01,
2.66400e-05,-2.48e+01,1.24e+01,
2.66500e-05,-2.48e+01,1.24e+01,
2.66600e-05,-2.48e+01,1.24e+01,
2.66700e-05,-2.48e+01,1.24e+01,
2.66800e-05,-2.40e+01,1.24e+01,
2.66900e-05,-2.48e+01,1.24e+01,
2.67000e-05,-2.48e+01,1.20e+01,
2.67100e-05,-2.48e+01,1.24e+01,
2.67200e-05,-2.48e+01,1.24e+01,
2.67300e-05,-2.48e+01,1.24e+01,
2.67400e-05,-2.48e+01,1.24e+01,
2.67500e-05,-2.48e+01,1.24e+01,
2.67600e-05,-2.48e+01,1.24e+01,
2.67700e-05,-2.56e+01,1.24e+01,
2.67800e-05,-2.56e+01,1.24e+01,
2.67900e-05,-2.56e+01,1.24e+01,
2.68000e-05,-2.56e+01,1.24e+01,
2.68100e-05,-2.48e+01,1.24e+01,
2.68200e-05,-2.56e+01,1.24e+01,
2.68300e-05,-2.56e+01,1.24e+01,
2.68400e-05,-2.56e+01,1.20e+01,
2.68500e-05,-2.56e+01,1.24e+01,
2.68600e-05,-2.56e+01,1.24e+01,
2.68700e-05,-2.56e+01,1.24e+01,
2.68800e-05,-2.56e+01,1.24e+01,
2.68900e-05,-2.56e+01,1.24e+01,
2.69000e-05,-2.64e+01,1.28e+01,
2.69100e-05,-2.56e+01,1.24e+01,
2.69200e-05,-2.64e+01,1.24e+01,
2.69300e-05,-2.56e+01,1.24e+01,
2.69400e-05,-2.64e+01,1.24e+01,
2.69500e-05,-2.56e+01,1.24e+01,
2.69600e-05,-2.64e+01,1.24e+01,
2.69700e-05,-2.56e+01,1.24e+01,
2.69800e-05,-2.64e+01,1.24e+01,
2.69900e-05,-2.56e+01,1.24e+01,
2.70000e-05,-2.56e+01,1.24e+01,
2.70100e-05,-2.56e+01,1.24e+01,
2.70200e-05,-2.56e+01,1.24e+01,
2.70300e-05,-2.56e+01,1.24e+01,
2.70400e-05,-2.56e+01,1.24e+01,
2.70500e-05,-2.56e+01,1.24e+01,
2.70600e-05,-2.56e+01,1.24e+01,
2.70700e-05,-2.56e+01,1.24e+01,
2.70800e-05,-2.56e+01,1.24e+01,
2.70900e-05,-2.56e+01,1.28e+01,
2.71000e-05,-2.56e+01,1.24e+01,
2.71100e-05,-2.56e+01,1.24e+01,
2.71200e-05,-2.56e+01,1.24e+01,
2.71300e-05,-2.56e+01,1.28e+01,
2.71400e-05,-2.56e+01,1.28e+01,
2.71500e-05,-2.56e+01,1.24e+01,
2.71600e-05,-2.56e+01,1.24e+01,
2.71700e-05,-2.48e+01,1.28e+01,
2.71800e-05,-2.64e+01,1.24e+01,
2.71900e-05,-2.56e+01,1.24e+01,
2.72000e-05,-2.56e+01,1.24e+01,
2.72100e-05,-2.56e+01,1.24e+01,
2.72200e-05,-2.56e+01,1.24e+01,
2.72300e-05,-2.48e+01,1.24e+01,
2.72400e-05,-2.56e+01,1.24e+01,
2.72500e-05,-2.56e+01,1.24e+01,
2.72600e-05,-2.48e+01,1.24e+01,
2.72700e-05,-2.48e+01,1.24e+01,
2.72800e-05,-2.48e+01,1.24e+01,
2.72900e-05,-2.48e+01,1.24e+01,
2.73000e-05,-2.56e+01,1.24e+01,
2.73100e-05,-2.48e+01,1.24e+01,
2.73200e-05,-2.48e+01,1.24e+01,
2.73300e-05,-2.48e+01,1.24e+01,
2.73400e-05,-2.48e+01,1.24e+01,
2.73500e-05,-2.48e+01,1.24e+01,
2.73600e-05,-2.48e+01,1.24e+01,
2.73700e-05,-2.48e+01,1.24e+01,
2.73800e-05,-2.56e+01,1.24e+01,
2.73900e-05,-2.48e+01,1.24e+01,
2.74000e-05,-2.48e+01,1.28e+01,
2.74100e-05,-2.48e+01,1.24e+01,
2.74200e-05,-2.56e+01,1.24e+01,
2.74300e-05,-2.48e+01,1.24e+01,
2.74400e-05,-2.48e+01,1.24e+01,
2.74500e-05,-2.48e+01,1.28e+01,
2.74600e-05,-2.56e+01,1.24e+01,
2.74700e-05,-2.48e+01,1.28e+01,
2.74800e-05,-2.48e+01,1.24e+01,
2.74900e-05,-2.48e+01,1.24e+01,
2.75000e-05,-2.48e+01,1.28e+01,
2.75100e-05,-2.48e+01,1.24e+01,
2.75200e-05,-2.40e+01,1.24e+01,
2.75300e-05,-2.48e+01,1.28e+01,
2.75400e-05,-2.48e+01,1.24e+01,
2.75500e-05,-2.48e+01,1.24e+01,
2.75600e-05,-2.48e+01,1.24e+01,
